,LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Count,Gender,Age,Under 30,Married,Number of Dependents,Location ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,churn_encoded
2404,514659,5197-PYEPU,No,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.45,3923.8,No,1.0,Female,21.0,Yes,Yes,3.0,ULICXN9999,United States,California,Edwards,93523.0,"34.966777, -117.961179",34.966777,-117.961179,0
2406,469742,7548-SEPYI,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,Yes,1.0,Female,62.0,No,No,0.0,WJDFKI8469,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473,1
2407,974860,8835-VSDSE,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45,Yes,1.0,Female,28.0,Yes,Yes,0.0,GCXOTU9844,United States,California,San Diego,92129.0,"32.961064, -117.134917",32.961064,-117.134917,1
2408,669196,6619-RPLQZ,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,No,1.0,Female,24.0,Yes,Yes,1.0,RUTJCC5582,United States,California,June Lake,93529.0,"37.730269, -119.055813",37.730269,-119.055813,0
2409,233006,3275-RHRNE,No,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.0,1682.05,No,1.0,Male,58.0,No,Yes,3.0,WVYPFH7295,United States,California,Keeler,93530.0,"36.560498, -117.962461",36.560498,-117.962461,0
2410,827753,3503-TYDAY,No,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.45,3398.9,No,1.0,Female,41.0,No,Yes,0.0,IRKRXD7476,United States,California,Keene,93531.0,"35.214982, -118.59049",35.214982,-118.59049,0
2411,181318,6901-GOGZG,No,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,4984.85,No,1.0,Male,28.0,Yes,No,1.0,FXGVEB1693,United States,California,Lake Hughes,93532.0,"34.659579, -118.584212",34.659579,-118.584212,0
2412,163288,1623-NLDOT,No,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55,1445.3,Yes,1.0,Female,55.0,No,Yes,0.0,ZHZIIZ2483,United States,California,Lancaster,93534.0,"34.727529, -118.153098",34.727529,-118.153098,1
2413,476249,7021-XSNYE,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),49.65,305.55,No,1.0,Male,46.0,No,Yes,2.0,WHAUIW2582,United States,California,Lancaster,93535.0,"34.712708, -117.889656",34.712708,-117.889656,0
2414,706219,9621-OUPYD,No,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,507.9,No,1.0,Female,21.0,Yes,Yes,0.0,YNLYXI1311,United States,California,Lancaster,93536.0,"34.741406, -118.38111",34.741406,-118.38111,0
2416,838553,8982-NHAVY,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.5,2673.45,No,1.0,Male,23.0,Yes,No,0.0,KWUTDZ6477,United States,California,Littlerock,93543.0,"34.505273, -117.955054",34.505273,-117.955054,0
2417,887464,4307-KWMXE,No,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,389.8,No,1.0,Male,53.0,No,No,0.0,MZESLF2121,United States,California,Llano,93544.0,"34.500091, -117.765862",34.500091,-117.765862,0
2418,736572,0141-YEAYS,Yes,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.45,2401.05,No,1.0,Female,77.0,No,No,0.0,IEUBRT7823,United States,California,Fallbrook,92028.0,"33.362575, -117.299644",33.362575,-117.299644,0
2419,332611,2450-ZKEED,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),53.8,651.55,No,1.0,Female,33.0,No,No,0.0,PXRZDE5724,United States,California,Mammoth Lakes,93546.0,"37.550074, -118.837167",37.550074,-118.837167,0
2420,649418,3694-DELSO,No,Yes,Yes,4,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,No,1.0,Male,56.0,No,Yes,3.0,SDPTIE9687,United States,California,Olancha,93549.0,"36.296851, -117.865469",36.296851,-117.865469,0
2421,103673,3893-JRNFS,No,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.9,2796.35,No,1.0,Male,19.0,Yes,No,0.0,KQKYZL1375,United States,California,Palmdale,93550.0,"34.536232, -118.082935",34.536232,-118.082935,0
2422,283203,9603-OAIHC,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,No,1.0,Male,72.0,No,No,0.0,UQFTRJ6238,United States,California,Palmdale,93551.0,"34.613476, -118.256358",34.613476,-118.256358,0
2423,842982,1133-KXCGE,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,No,1.0,Female,38.0,No,No,0.0,RBCTCS4531,United States,California,Palmdale,93552.0,"34.557711, -118.029441",34.557711,-118.029441,0
2424,160135,5236-PERKL,No,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.95,6465.0,Yes,1.0,Female,38.0,No,No,0.0,TOLVVK1769,United States,California,Pearblossom,93553.0,"34.445239, -117.894868",34.445239,-117.894868,1
2425,988833,0142-GVYSN,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,511.25,No,1.0,Male,57.0,No,No,0.0,WDGLGF4981,United States,California,Randsburg,93554.0,"35.405722, -117.773354",35.405722,-117.773354,0
2426,336771,1049-FYSYG,No,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),35.65,646.05,No,1.0,Female,48.0,No,Yes,0.0,UGUVJQ9964,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473,0
2427,423363,7854-FOKSF,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,Yes,1.0,Male,54.0,No,No,0.0,HTJUXK8994,United States,California,Rosamond,93560.0,"34.903052, -118.411251",34.903052,-118.411251,1
2429,506658,8406-LNMHF,Yes,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),82.95,4903.15,No,1.0,Male,75.0,No,Yes,0.0,MSAHTX6213,United States,California,Temecula,92592.0,"33.507255, -117.029473",33.507255,-117.029473,0
2430,750578,1821-BUCWY,No,No,No,30,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,55.65,1653.85,No,1.0,Male,35.0,No,No,0.0,RPGFYW7391,United States,California,Valyermo,93563.0,"34.39583, -117.734568",34.39583,-117.734568,0
2431,512011,8263-JQAIK,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,47.5,Yes,1.0,Male,66.0,No,No,0.0,FZPYJR3177,United States,California,Palmdale,93591.0,"34.598221, -117.79593",34.598221,-117.79593,1
2432,450866,0023-UYUPN,Yes,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,1306.3,No,1.0,Female,79.0,No,Yes,0.0,CRTWPE6825,United States,California,Ahwahnee,93601.0,"37.375816, -119.739935",37.375816,-119.739935,0
2433,897893,8314-DPQHL,No,No,No,9,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,50.8,463.6,No,1.0,Male,61.0,No,No,0.0,JUPMLY3494,United States,California,Auberry,93602.0,"36.991762, -119.242874",36.991762,-119.242874,0
2434,989272,1465-WCZVT,No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,60.65,No,1.0,Female,44.0,No,Yes,3.0,ADDAIQ7143,United States,California,Badger,93603.0,"36.64545, -118.924982",36.64545,-118.924982,0
2435,194078,9481-SFCQY,No,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,No,1.0,Female,44.0,No,No,1.0,TFRJMG8287,United States,California,Bass Lake,93604.0,"37.458367, -119.345011",37.458367,-119.345011,0
2436,224402,6360-SVNWV,Yes,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55,2094.65,No,1.0,Female,72.0,No,No,0.0,BDNRBW8183,United States,California,Big Creek,93605.0,"37.17277, -119.2997",37.17277,-119.2997,0
2437,552802,0567-GGCAC,No,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,No,1.0,Female,38.0,No,No,0.0,MQYYZM3676,United States,California,Biola,93606.0,"36.798882, -120.019511",36.798882,-120.019511,0
2438,255425,7089-IVVAZ,No,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,Yes,1.0,Female,26.0,Yes,No,0.0,MABAOR9521,United States,California,Cantua Creek,93608.0,"36.488056, -120.407691",36.488056,-120.407691,1
2440,682709,2171-UDMFD,No,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,674.55,No,1.0,Male,22.0,Yes,Yes,3.0,NKVMGQ3174,United States,California,Chowchilla,93610.0,"37.100948, -120.270136",37.100948,-120.270136,0
2441,974848,9050-IKDZA,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,81.5,162.55,No,1.0,Female,66.0,No,No,0.0,ECVTRK8258,United States,California,Clovis,93611.0,"36.917652, -119.593757",36.917652,-119.593757,0
2442,464811,2205-YMZZJ,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,546.95,Yes,1.0,Male,75.0,No,No,0.0,EEXEZV8676,United States,California,Clovis,93612.0,"36.814539, -119.711868",36.814539,-119.711868,1
2443,736218,9802-CAQUT,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.55,7887.25,No,1.0,Female,27.0,Yes,Yes,3.0,AGLTTQ8342,United States,California,Coarsegold,93614.0,"37.212191, -119.749323",37.212191,-119.749323,0
2444,286656,1254-IZEYF,Yes,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,Yes,1.0,Female,74.0,No,No,0.0,YMOCKE1678,United States,California,Cutler,93615.0,"36.497895, -119.285484",36.497895,-119.285484,1
2445,240557,0187-WZNAB,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.4,1972.35,No,1.0,Female,56.0,No,Yes,2.0,VILBWK2286,United States,California,Del Rey,93616.0,"36.657462, -119.595293",36.657462,-119.595293,0
2446,434477,9492-TOKRI,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.0,1527.35,Yes,1.0,Female,55.0,No,No,0.0,TOLOJT7123,United States,California,Dinuba,93618.0,"36.523619, -119.386868",36.523619,-119.386868,1
2447,552208,1475-VWVDO,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,No,1.0,Male,55.0,No,No,0.0,ROGYLV4217,United States,California,Dos Palos,93620.0,"37.045728, -120.630682",37.045728,-120.630682,0
2448,630711,9221-OTIVJ,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,Yes,1.0,Female,80.0,No,No,0.0,NPZDMR8943,United States,California,Dunlap,93621.0,"36.789213, -119.140338",36.789213,-119.140338,1
2449,934020,1357-MVDOZ,No,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25,No,1.0,Male,25.0,Yes,Yes,1.0,OUQWRK9593,United States,California,Firebaugh,93622.0,"36.785618, -120.625382",36.785618,-120.625382,0
2450,573972,7602-MVRMB,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.45,8058.85,No,1.0,Female,62.0,No,Yes,1.0,QGZBIS4873,United States,California,Fish Camp,93623.0,"37.483535, -119.679414",37.483535,-119.679414,0
2452,610342,5908-QMGOE,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,Yes,1.0,Male,74.0,No,No,0.0,YUUNLJ9634,United States,California,Fowler,93625.0,"36.625792, -119.672483",36.625792,-119.672483,1
2453,602179,1197-BVMVG,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,294.45,No,1.0,Female,65.0,No,No,0.0,ZMCKZZ9679,United States,California,Friant,93626.0,"37.027663, -119.69056",37.027663,-119.69056,0
2454,773987,5406-KGRMX,No,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1719.15,No,1.0,Female,30.0,No,No,0.0,CVRNMU1766,United States,California,Helm,93627.0,"36.520537, -120.118055",36.520537,-120.118055,0
2455,826308,8481-YYXWG,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.35,461.7,Yes,1.0,Female,30.0,No,No,0.0,IHDDDD9267,United States,California,Hume,93628.0,"36.807595, -118.901544",36.807595,-118.901544,1
2456,801112,5968-HYJRZ,No,Yes,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1160.45,No,1.0,Male,28.0,Yes,Yes,2.0,GWVUBS9119,United States,California,Kerman,93630.0,"36.727418, -120.123526",36.727418,-120.123526,0
2457,852253,5198-EFNBM,Yes,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,No,1.0,Male,66.0,No,Yes,0.0,RYEBPH4752,United States,California,Kingsburg,93631.0,"36.478239, -119.52137",36.478239,-119.52137,0
2458,717843,7516-GMHUV,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,No,1.0,Male,77.0,No,Yes,0.0,YMETBL5551,United States,California,Lakeshore,93634.0,"37.290606, -119.216328",37.290606,-119.216328,0
2459,171278,7140-ADSMJ,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,162.3,No,1.0,Male,23.0,Yes,No,0.0,VXYDGF8939,United States,California,Los Banos,93635.0,"36.995162, -120.955099",36.995162,-120.955099,0
2460,218427,2230-XTUWL,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,883.35,No,1.0,Female,20.0,Yes,Yes,2.0,NYJLKH3746,United States,California,Madera,93637.0,"36.902954, -120.194274",36.902954,-120.194274,0
2461,877700,7706-YLMQA,No,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.7,1341.5,No,1.0,Female,30.0,No,No,0.0,PNLFYP7897,United States,California,Madera,93638.0,"37.004068, -119.930027",37.004068,-119.930027,0
2462,813185,2585-KTFRE,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,No,1.0,Male,61.0,No,No,1.0,SQUVIH1287,United States,California,Escondido,92027.0,"33.141265, -116.967221",33.141265,-116.967221,0
2463,226325,7994-UYIVZ,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,659.45,No,1.0,Male,62.0,No,Yes,0.0,LESAKJ8542,United States,California,Miramonte,93641.0,"36.696759, -119.024051",36.696759,-119.024051,0
2464,201220,2609-IAICY,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,Yes,1.0,Female,32.0,No,No,0.0,XPIRFJ4332,United States,California,North Fork,93643.0,"37.244307, -119.470256",37.244307,-119.470256,1
2465,703574,1740-CSDJP,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,Yes,1.0,Male,53.0,No,No,0.0,VSLNSM2859,United States,California,Oakhurst,93644.0,"37.648647, -119.231447",37.648647,-119.231447,1
2466,585472,7717-BICXI,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.55,1205.05,No,1.0,Male,37.0,No,Yes,3.0,YOZWUV2457,United States,California,O Neals,93645.0,"37.140104, -119.657092",37.140104,-119.657092,0
2467,872158,6559-RAKOZ,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,No,1.0,Male,61.0,No,Yes,1.0,XCNSZQ1519,United States,California,Orange Cove,93646.0,"36.633498, -119.298895",36.633498,-119.298895,0
2468,401675,2636-OHFMN,No,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.55,201.0,Yes,1.0,Male,26.0,Yes,Yes,0.0,BOQYVR2216,United States,California,Orosi,93647.0,"36.600185, -119.175655",36.600185,-119.175655,1
2469,330479,4716-MRVEN,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,599.3,No,1.0,Female,30.0,No,No,0.0,OEZJZM8583,United States,California,Parlier,93648.0,"36.622237, -119.521126",36.622237,-119.521126,0
2470,292546,2143-LJULT,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.25,1733.15,No,1.0,Female,55.0,No,Yes,0.0,DJSEPS7885,United States,California,Fresno,93650.0,"36.841655, -119.797113",36.841655,-119.797113,0
2471,295678,1323-OOEPC,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,Yes,1.0,Female,45.0,No,Yes,0.0,VQXVZM7493,United States,California,Prather,93651.0,"37.007238, -119.505661",37.007238,-119.505661,1
2472,400404,3200-MNQTF,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9,4677.1,No,1.0,Male,38.0,No,Yes,0.0,LYBTOG8117,United States,California,Raisin City,93652.0,"36.594542, -119.905245",36.594542,-119.905245,0
2473,562358,6164-HXUGH,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,119.3,No,1.0,Female,40.0,No,Yes,1.0,SISDLP6631,United States,California,Raymond,93653.0,"37.252057, -119.95783",37.252057,-119.95783,0
2474,150528,5630-IXDXV,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,No,1.0,Female,51.0,No,No,0.0,VXHJHZ1983,United States,California,Reedley,93654.0,"36.636638, -119.421842",36.636638,-119.421842,0
2475,634278,0320-DWVTU,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,No,1.0,Female,46.0,No,No,0.0,LJMATK2516,United States,California,Riverdale,93656.0,"36.452211, -119.94575",36.452211,-119.94575,0
2476,188672,9135-MGVPY,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.7,5878.9,No,1.0,Male,41.0,No,Yes,0.0,KHVMTK3369,United States,California,Sanger,93657.0,"36.819628, -119.440414",36.819628,-119.440414,0
2477,254333,1212-GLHMD,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05,244.85,No,1.0,Male,54.0,No,No,0.0,DPVCSS2793,United States,California,San Joaquin,93660.0,"36.600193, -120.153393",36.600193,-120.153393,0
2478,466584,7878-JGDKK,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.55,220.75,No,1.0,Male,38.0,No,No,0.0,ZBIJPD9775,United States,California,Selma,93662.0,"36.545322, -119.642281",36.545322,-119.642281,0
2479,155336,1088-AUUZZ,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.85,4261.2,No,1.0,Male,33.0,No,Yes,1.0,BWXCMH8151,United States,California,Shaver Lake,93664.0,"37.223, -119.001021",37.223,-119.001021,0
2480,198217,0397-GZBBC,Yes,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,5574.75,Yes,1.0,Male,70.0,No,Yes,0.0,MFQWSW7482,United States,California,South Dos Palos,93665.0,"36.959731, -120.653519",36.959731,-120.653519,1
2481,843642,6614-YWYSC,Yes,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1501.75,No,1.0,Male,68.0,No,Yes,0.0,JVCEVZ3892,United States,California,Sultana,93666.0,"36.545353, -119.338535",36.545353,-119.338535,0
2482,657777,9588-OZDMQ,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,No,1.0,Female,38.0,No,Yes,0.0,QHOAKG7216,United States,California,Tollhouse,93667.0,"36.993666, -119.348267",36.993666,-119.348267,0
2484,516147,6476-EPYZR,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,255.5,No,1.0,Male,57.0,No,Yes,1.0,PYUIAB7266,United States,California,Wishon,93669.0,"37.287758, -119.548156",37.287758,-119.548156,0
2485,201054,9921-ZVRHG,No,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,1072.0,Yes,1.0,Female,44.0,No,No,0.0,VJJFEO9915,United States,California,Traver,93673.0,"36.456091, -119.486225",36.456091,-119.486225,1
2486,896450,1174-FGIFN,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,No,1.0,Female,44.0,No,Yes,1.0,CRZEWJ4765,United States,California,Squaw Valley,93675.0,"36.719141, -119.202677",36.719141,-119.202677,0
2487,228505,6620-HVDUJ,No,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,No,1.0,Male,50.0,No,No,0.0,TJWICJ2838,United States,California,Fresno,93701.0,"36.749403, -119.787574",36.749403,-119.787574,0
2488,526663,4701-MLJPN,No,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.65,Yes,1.0,Male,60.0,No,No,0.0,RNAEVY9312,United States,California,Fresno,93702.0,"36.739385, -119.753649",36.739385,-119.753649,1
2489,888404,1032-MAELW,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.45,5333.35,No,1.0,Female,57.0,No,Yes,3.0,TTGOTG6311,United States,California,Fresno,93703.0,"36.768774, -119.762633",36.768774,-119.762633,0
2490,469355,7641-TQFHN,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55,3895.35,No,1.0,Male,21.0,Yes,No,1.0,XNKLWK7316,United States,California,Fresno,93704.0,"36.799648, -119.801247",36.799648,-119.801247,0
2491,936761,1552-TKMXS,No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,869.9,No,1.0,Female,37.0,No,Yes,0.0,DNBJAS6839,United States,California,Fresno,93705.0,"36.78724, -119.827813",36.78724,-119.827813,0
2492,409545,9206-GVPEQ,No,Yes,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,706.85,Yes,1.0,Male,28.0,Yes,Yes,0.0,QSNNMR5798,United States,California,Fresno,93706.0,"36.654614, -119.903674",36.654614,-119.903674,1
2493,508277,8622-ZLFKO,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,No,1.0,Female,56.0,No,Yes,0.0,SOBFBP4444,United States,California,Fresno,93710.0,"36.822715, -119.761826",36.822715,-119.761826,0
2494,921178,1596-BBVTG,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.35,2636.05,Yes,1.0,Male,53.0,No,No,0.0,ZQIBKU2476,United States,California,San Dimas,91773.0,"34.102119, -117.815532",34.102119,-117.815532,1
2495,489394,6188-UXBBR,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,814.75,No,1.0,Female,47.0,No,Yes,0.0,PPQVJH8685,United States,California,Fresno,93720.0,"36.878709, -119.7645",36.878709,-119.7645,0
2496,372711,2333-KWEWW,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,388.6,No,1.0,Male,64.0,No,No,0.0,KPMNBN5582,United States,California,Fresno,93721.0,"36.732694, -119.783786",36.732694,-119.783786,0
2497,565440,5702-SKUOB,No,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,93.45,No,1.0,Female,34.0,No,Yes,0.0,CGVOAM9447,United States,California,Fresno,93722.0,"36.78979, -119.929894",36.78979,-119.929894,0
2498,785859,1134-YWTYF,No,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.8,1389.85,No,1.0,Male,32.0,No,Yes,0.0,FSXHMT2249,United States,California,Fresno,93725.0,"36.623632, -119.741322",36.623632,-119.741322,0
